From,Entry,Entry Name,Length,Organism (ID),Taxonomic lineage,Taxonomic lineage (Ids)
A0A8J6CFW0,A0A8J6CFW0,A0A8J6CFW0_DIALT,2225,2081491,cellular organisms (norank)Eukaryota (superkingdom)Haptista (norank)Haptophyta (phylum)Pavlovales (order)Pavlovaceae (family)Diacronema (genus),|131567|2759|2608109|2830|73026|418969|70451|
A0A850SYY9,A0A850SYY9,A0A850SYY9_9BACT,1399,2292,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfobacteria (class)Desulfobacterales (order)Desulfobacteraceae (family)Desulfobacter (genus),|131567|2|200940|3024418|213118|213119|2289|
A0A1M7SZJ4,A0A1M7SZJ4,A0A1M7SZJ4_9BACT,1068,1121455,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfovibrionia (class)Desulfovibrionales (order)Desulfovibrionaceae (family)Desulfovibrio (genus)Desulfovibrio litoralis (species),|131567|2|200940|3031449|213115|194924|872|466107|
A0A497PMC1,A0A497PMC1,A0A497PMC1_THOAR,1107,2053491,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Thorarchaeota (phylum),|131567|2157|1935183|1706441|
C3YIV8,C3YIV8,C3YIV8_BRAFL,1215,7739,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Cephalochordata (subphylum)Leptocardii (class)Amphioxiformes (order)Branchiostomatidae (family)Branchiostoma (genus),|131567|2759|33154|33208|6072|33213|33511|7711|7735|2682552|2682553|7736|7737|
A0A7S2THV0,A0A7S2THV0,A0A7S2THV0_9EUKA,1258,641309,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Rhizaria (norank)Cercozoa (phylum)Chlorarachniophyceae (class)Lotharella (genus),|131567|2759|2698737|543769|136419|29197|74819|
A0A4Z0A8B1,A0A4Z0A8B1,A0A4Z0A8B1_9AGAM,1759,135208,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Agaricomycotina (subphylum)Agaricomycetes (class)Agaricomycetes incertae sedis (norank)Russulales (order)Hericiaceae (family)Hericium (genus),|131567|2759|33154|4751|451864|5204|5302|155619|355688|452342|40458|40459|
A0A6G0UTP3,A0A6G0UTP3,A0A6G0UTP3_9BILA,1000,2598192,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Nematoda (phylum)Chromadorea (class)Rhabditida (order)Tylenchina (suborder)Panagrolaimomorpha (infraorder)Panagrolaimoidea (superfamily)Panagrolaimidae (family)Halicephalobus (genus)unclassified Halicephalobus (norank),|131567|2759|33154|33208|6072|33213|33317|1206794|6231|119089|6236|6300|2082223|55746|114848|114867|2639647|
A0A7S1V7R9,A0A7S1V7R9,A0A7S1V7R9_9EUKA,1039,1486929,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Tubulinea (phylum)Elardia (class)Arcellinida (order)Arcellinida incertae sedis (norank)Sexangularia (genus)unclassified Sexangularia (norank),|131567|2759|554915|555369|2681632|318493|498009|1486928|2624257|
A0A841AMQ4,A0A841AMQ4,A0A841AMQ4_9MICO,879,1172621,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Micrococcales (order)Microbacteriaceae (family)Conyzicola (genus),|131567|2|1783272|201174|1760|85006|85023|1648520|
A0A7J4K5J6,A0A7J4K5J6,A0A7J4K5J6_9ARCH,870,2026803,cellular organisms (norank)Archaea (superkingdom)DPANN group (norank)Candidatus Woesearchaeota (phylum),|131567|2157|1783276|1801616|
A0A252BRV3,A0A252BRV3,A0A252BRV3_9PROT,852,1076594,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Rhodospirillales (order)Acetobacteraceae (family)Acetobacter (genus),|131567|2|1224|28211|204441|433|434|
A0A449D9R9,A0A449D9R9,A0A449D9R9_9MICO,713,33889,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Micrococcales (order)Brevibacteriaceae (family)Brevibacterium (genus),|131567|2|1783272|201174|1760|85006|85019|1696|
A0A4Q2U5V6,A0A4Q2U5V6,A0A4Q2U5V6_9HYPH,1038,2316528,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Hyphomicrobiales (order)Lichenibacteriaceae (family)Lichenibacterium (genus),|131567|2|1224|28211|356|2714749|2714751|
O75643,O75643,U520_HUMAN,2136,9606,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Craniata (subphylum)Vertebrata (norank)Gnathostomata (norank)Teleostomi (norank)Euteleostomi (norank)Sarcopterygii (superclass)Dipnotetrapodomorpha (norank)Tetrapoda (norank)Amniota (norank)Mammalia (class)Theria (norank)Eutheria (norank)Boreoeutheria (norank)Euarchontoglires (superorder)Primates (order)Haplorrhini (suborder)Simiiformes (infraorder)Catarrhini (parvorder)Hominoidea (superfamily)Hominidae (family)Homininae (subfamily)Homo (genus),|131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|9443|376913|314293|9526|314295|9604|207598|9605|
A0A2U2HLG5,A0A2U2HLG5,A0A2U2HLG5_9BURK,1742,1524097,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Betaproteobacteria (class)Burkholderiales (order)Oxalobacteraceae (family)Telluria group (norank)Massilia (genus),|131567|2|1224|28216|80840|75682|2895353|149698|
E2SKP8,E2SKP8,E2SKP8_9FIRM,984,658659,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Erysipelotrichia (class)Erysipelotrichales (order)Erysipelotrichaceae (family)unclassified Erysipelotrichaceae (norank),|131567|2|1783272|1239|526524|526525|128827|544447|
A0A3A8G4Q7,A0A3A8G4Q7,A0A3A8G4Q7_9BACT,1163,2316735,cellular organisms (norank)Bacteria (superkingdom)Myxococcota (phylum)Myxococcia (class)Myxococcales (order)Cystobacterineae (suborder)Myxococcaceae (family)Corallococcus (genus)unclassified Corallococcus (norank),|131567|2|2818505|32015|29|80811|31|83461|2685029|
A0A6G0TKZ3,A0A6G0TKZ3,A0A6G0TKZ3_APHGL,656,307491,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Paraneoptera (cohort)Hemiptera (order)Sternorrhyncha (suborder)Aphidomorpha (infraorder)Aphidoidea (superfamily)Aphididae (family)Aphidinae (subfamily)Aphidini (tribe)Aphis (genus)Aphis (subgenus),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33380|33385|27482|133076|33387|80764|464929|
A0A5B0EWT8,A0A5B0EWT8,A0A5B0EWT8_9PSED,913,2597351,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Pseudomonadales (order)Pseudomonadaceae (family)Pseudomonas (genus)unclassified Pseudomonas (norank),|131567|2|1224|1236|72274|135621|286|196821|
A0A1Q9N4F2,A0A1Q9N4F2,A0A1Q9N4F2_HEILC,705,1841597,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Heimdallarchaeota (phylum)unclassified Candidatus Heimdallarchaeota (norank),|131567|2157|1935183|1936272|3053648|
A0A2D6N9L3,A0A2D6N9L3,A0A2D6N9L3_9CHLR,845,2026734,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)Dehalococcoidia (class)unclassified Dehalococcoidia (norank),|131567|2|1783272|200795|301297|1318598|
A0A1E4TCW3,A0A1E4TCW3,A0A1E4TCW3_9ASCO,2131,767744,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Trigonopsidaceae (family)Tortispora (genus)Tortispora caseinolytica (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|1540145|1540147|51930|
A0A6C0IBM7,A0A6C0IBM7,A0A6C0IBM7_9ZZZZ,861,1070528,unclassified entries (norank)unclassified sequences (norank)metagenomes (norank)organismal metagenomes (norank),|2787823|12908|408169|410656|
A0A1I0R3Z5,A0A1I0R3Z5,A0A1I0R3Z5_9EURY,859,355548,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Halobacteria (class)Halobacteriales (order)Halobacteriaceae (family)Halobacterium (genus),|131567|2157|28890|2290931|183963|2235|2236|2239|
A0A372YUN7,A0A372YUN7,A0A372YUN7_9FIRM,815,2302978,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Erysipelotrichia (class)Erysipelotrichales (order)Erysipelotrichaceae (family)unclassified Erysipelotrichaceae (norank),|131567|2|1783272|1239|526524|526525|128827|544447|
A0A1D8D9G8,A0A1D8D9G8,A0A1D8D9G8_CHLLM,709,274537,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Chlorobiota (phylum)Chlorobiia (class)Chlorobiales (order)Chlorobiaceae (family)Chlorobaculum (genus),|131567|2|1783270|68336|1090|191410|191411|191412|256319|
A0A1W9ZAV2,A0A1W9ZAV2,A0A1W9ZAV2_MYCAI,1031,1265311,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Mycobacteriales (order)Mycobacteriaceae (family)Mycobacterium (genus)Mycobacterium avium complex (MAC) (norank)Mycobacterium arosiense (species),|131567|2|1783272|201174|1760|85007|1762|1763|120793|425468|
Q9VUV9,Q9VUV9,U520_DROME,2142,7227,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Endopterygota (cohort)Diptera (order)Brachycera (suborder)Muscomorpha (infraorder)Eremoneura (norank)Cyclorrhapha (norank)Schizophora (norank)Acalyptratae (norank)Ephydroidea (superfamily)Drosophilidae (family)Drosophilinae (subfamily)Drosophilini (tribe)Drosophila (genus)Sophophora (subgenus)melanogaster group (norank)melanogaster subgroup (norank),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43746|7214|43845|46877|7215|32341|32346|32351|
A0A8I0SR42,A0A8I0SR42,A0A8I0SR42_9PROT,1748,2026759,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Magnetococcales (order)unclassified Magnetococcales (norank),|131567|2|1224|28211|1191478|2026758|
A0A1I0K357,A0A1I0K357,A0A1I0K357_9FIRM,1054,1531,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Lachnospiraceae (family)Enterocloster (genus),|131567|2|1783272|1239|186801|186802|186803|2719313|
A0A285L6A9,A0A285L6A9,A0A285L6A9_9NOCA,1106,756689,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Mycobacteriales (order)Nocardiaceae (family)Nocardia (genus),|131567|2|1783272|201174|1760|85007|85025|1817|
A9UY94,A9UY94,A9UY94_MONBE,438,81824,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Choanoflagellata (class)Craspedida (order)Salpingoecidae (family)Monosiga (genus),|131567|2759|33154|28009|1924738|81529|81525|
A0A7C5VYG0,A0A7C5VYG0,A0A7C5VYG0_9BACT,783,2268183,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Candidatus Calescamantes (phylum)unclassified Calescamantes (norank),|131567|2|2323|1783234|1052197|1104692|
L9YSN7,L9YSN7,L9YSN7_9EURY,802,1230459,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Halobacteria (class)Natrialbales (order)Natrialbaceae (family)Natrinema (genus)Natrinema gari (species),|131567|2157|28890|2290931|183963|1644060|1644061|88723|419186|
A0A0W0E460,A0A0W0E460,A0A0W0E460_CANGB,2140,5478,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycetaceae (family)Nakaseomyces (genus),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|4893|374468|
A0A1R2CXU4,A0A1R2CXU4,A0A1R2CXU4_9CILI,1994,5963,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Ciliophora (phylum)Postciliodesmatophora (subphylum)Heterotrichea (class)Heterotrichida (order)Stentoridae (family)Stentor (genus),|131567|2759|2698737|33630|5878|431837|194287|5957|219169|5962|
B0ECV3,B0ECV3,B0ECV3_ENTDS,808,370354,cellular organisms (norank)Eukaryota (superkingdom)Amoebozoa (norank)Evosea (phylum)Archamoebae (norank)Mastigamoebida (order)Entamoebidae (family)Entamoeba (genus)Entamoeba dispar (species),|131567|2759|554915|2605435|555406|2682482|33084|5758|46681|
A0A0U5HY30,A0A0U5HY30,A0A0U5HY30_9EURY,867,1407499,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Halobacteria (class)Halobacteriales (order)Halobacteriaceae (family)Halobacterium (genus),|131567|2157|28890|2290931|183963|2235|2236|2239|
K1YPB2,K1YPB2,K1YPB2_9BACT,1028,1234023,cellular organisms (norank)Bacteria (superkingdom)environmental samples (norank),|131567|2|48479|
A0A558GQE3,A0A558GQE3,A0A558GQE3_9VIBR,,,,
A0A7J9VUP0,A0A7J9VUP0,A0A7J9VUP0_9ACTN,743,2015801,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Propionibacteriales (order)unclassified Propionibacteriales (norank),|131567|2|1783272|201174|1760|85009|2015800|
A0A2S5BC84,A0A2S5BC84,A0A2S5BC84_9BASI,1243,741276,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Basidiomycota (phylum)Pucciniomycotina (subphylum)Microbotryomycetes (class)Sporidiobolales (order)Sporidiobolaceae (family)Rhodotorula (genus),|131567|2759|33154|4751|451864|5204|29000|162481|231213|1799696|5533|
A0A238JGV2,A0A238JGV2,A0A238JGV2_9RHOB,1623,1037362,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Rhodobacterales (order)Roseobacteraceae (family)Pelagimonas (genus),|131567|2|1224|28211|204455|2854170|1434029|
A0A4Z1ADR7,A0A4Z1ADR7,A0A4Z1ADR7_9LEPT,998,2484904,cellular organisms (norank)Bacteria (superkingdom)Spirochaetota (phylum)Spirochaetia (class)Leptospirales (order)Leptospiraceae (family)Leptospira (genus),|131567|2|203691|203692|1643688|170|171|
A0A7H8ZNQ5,A0A7H8ZNQ5,A0A7H8ZNQ5_9ACTN,1035,2748873,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Kitasatosporales (order)Streptomycetaceae (family)Streptomyces (genus)unclassified Streptomyces (norank),|131567|2|1783272|201174|1760|85011|2062|1883|2593676|
A0A8D9AH32,A0A8D9AH32,A0A8D9AH32_9HEMI,853,428564,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Paraneoptera (cohort)Hemiptera (order)Sternorrhyncha (suborder)Psylloidea (superfamily)Psyllidae (family)Psyllinae (subfamily)Cacopsylla (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33373|33375|30092|2218198|121835|
A8UY58,A8UY58,A8UY58_9AQUI,760,392423,cellular organisms (norank)Bacteria (superkingdom)Aquificota (phylum)Aquificae (class)Aquificales (order)Aquificaceae (family)Hydrogenivirga (genus)unclassified Hydrogenivirga (norank),|131567|2|200783|187857|32069|64898|246263|2648976|
A0A4S3TL27,A0A4S3TL27,A0A4S3TL27_9EURY,747,2419781,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Halobacteria (class)Natrialbales (order)Natrialbaceae (family)Salinadaptatus (genus),|131567|2157|28890|2290931|183963|1644060|1644061|2798309|
G8BPS6,G8BPS6,G8BPS6_TETPH,2170,1071381,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycetaceae (family)Tetrapisispora (genus)Tetrapisispora phaffii (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|4893|113604|113608|
A0A023B579,A0A023B579,A0A023B579_GRENI,2245,110365,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Gregarinasina (subclass)Eugregarinorida (order)Gregarinidae (family)Gregarina (genus),|131567|2759|2698737|33630|5794|1280412|35086|35087|35088|35089|
A0A812KXN6,A0A812KXN6,A0A812KXN6_9DINO,2304,631055,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Dinophyceae (class)Suessiales (order)Symbiodiniaceae (family)Symbiodinium (genus)unclassified Symbiodinium (norank),|131567|2759|2698737|33630|2864|89954|252141|2949|279888|
A0A518ICB0,A0A518ICB0,A0A518ICB0_9PLAN,834,2527976,cellular organisms (norank)Bacteria (superkingdom)PVC group (norank)Planctomycetota (phylum)Planctomycetia (class)Planctomycetales (order)Planctomycetaceae (family)Gimesia (genus),|131567|2|1783257|203682|203683|112|126|1649453|
A0A2S3WW54,A0A2S3WW54,A0A2S3WW54_PSEPU,826,303,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Pseudomonadales (order)Pseudomonadaceae (family)Pseudomonas (genus)Pseudomonas putida group (norank),|131567|2|1224|1236|72274|135621|286|136845|
W9BK92,W9BK92,W9BK92_KLEPN,,,,
A0A2M7WJY0,A0A2M7WJY0,A0A2M7WJY0_UNCZI,846,1975520,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
A0A2V3J131,A0A2V3J131,A0A2V3J131_9FLOR,1025,448386,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Florideophyceae (class)Rhodymeniophycidae (subclass)Gracilariales (order)Gracilariaceae (family)Gracilariopsis (genus),|131567|2759|2763|2806|2045261|31468|31469|2781|
D4C8B7,D4C8B7,D4C8B7_9CLOT,606,411486,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Clostridiaceae (family)Clostridium (genus)unclassified Clostridium (norank),|131567|2|1783272|1239|186801|186802|31979|1485|2614128|
A0A3N0GIC2,A0A3N0GIC2,A0A3N0GIC2_9ACTN,1211,661485,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Propionibacteriales (order)Nocardioidaceae (family)Marmoricola (genus),|131567|2|1783272|201174|1760|85009|85015|86795|
A0A8S9W5I6,A0A8S9W5I6,A0A8S9W5I6_9EURY,1088,2056317,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Methanomicrobia (class)Methanosarcinales (order)Methanosarcinales incertae sedis (norank)ANME-2 cluster (norank)unclassified ANME-2 cluster (norank),|131567|2157|28890|2290931|224756|94695|2927080|588816|1968519|
H2KY86,H2KY86,HELQ_CAEEL,923,6239,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Nematoda (phylum)Chromadorea (class)Rhabditida (order)Rhabditina (suborder)Rhabditomorpha (infraorder)Rhabditoidea (superfamily)Rhabditidae (family)Peloderinae (subfamily)Caenorhabditis (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|6231|119089|6236|2301116|2301119|55879|6243|55885|6237|
A0A432FHC5,A0A432FHC5,A0A432FHC5_9AQUI,756,2053503,cellular organisms (norank)Bacteria (superkingdom)Aquificota (phylum)Aquificae (class)Aquificales (order)Aquificaceae (family)unclassified Aquificaceae (norank),|131567|2|200783|187857|32069|64898|204540|
V6LK04,V6LK04,V6LK04_9EUKA,897,348837,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Fornicata (phylum)Diplomonadida (order)Hexamitidae (family)Hexamitinae (subfamily)Spironucleus (genus),|131567|2759|2611341|207245|5738|5739|68460|39709|
A0A376B2S8,A0A376B2S8,A0A376B2S8_9ASCO,2185,36035,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycodaceae (family)Saccharomycodes (genus),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|34365|36034|
A0A4V1IYM4,A0A4V1IYM4,A0A4V1IYM4_9FUNG,2332,1907219,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Fungi incertae sedis (norank)Zoopagomycota (phylum)Zoopagomycotina (subphylum)Zoopagomycetes (class)Zoopagales (order)Piptocephalidaceae (family)Piptocephalis (genus),|131567|2759|33154|4751|112252|1913638|451827|2233521|78899|78903|78916|
A0A6C0EIT3,A0A6C0EIT3,A0A6C0EIT3_9ZZZZ,810,1070528,unclassified entries (norank)unclassified sequences (norank)metagenomes (norank)organismal metagenomes (norank),|2787823|12908|408169|410656|
A0A0F4P5B9,A0A0F4P5B9,A0A0F4P5B9_PSEO7,,,,
A0A5C8GA43,A0A5C8GA43,A0A5C8GA43_9SPIR,803,29522,cellular organisms (norank)Bacteria (superkingdom)Spirochaetota (phylum)Spirochaetia (class)Brachyspirales (order)Brachyspiraceae (family)Brachyspira (genus),|131567|2|203691|203692|1643686|143786|29521|
A0A510UJA3,A0A510UJA3,A0A510UJA3_ALIFS,725,668,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Vibrionales (order)Vibrionaceae (family)Aliivibrio (genus),|131567|2|1224|1236|135623|641|511678|
A0A847PIV2,A0A847PIV2,A0A847PIV2_UNCAT,984,2053509,cellular organisms (norank)Bacteria (superkingdom)Atribacterota (phylum)unclassified Atribacterota (norank),|131567|2|67818|1047049|
R7QKR2,R7QKR2,R7QKR2_CHOCR,1057,2769,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Florideophyceae (class)Rhodymeniophycidae (subclass)Gigartinales (order)Gigartinaceae (family)Chondrus (genus),|131567|2759|2763|2806|2045261|28017|29217|2768|
A0A7X5C8H0,A0A7X5C8H0,A0A7X5C8H0_9FIRM,908,1898203,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Lachnospiraceae (family)unclassified Lachnospiraceae (norank),|131567|2|1783272|1239|186801|186802|186803|186928|
A0A4Y8TJL5,A0A4Y8TJL5,A0A4Y8TJL5_9BURK,,,,
A0A7R9NWU2,A0A7R9NWU2,A0A7R9NWU2_9NEOP,1216,61484,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Panarthropoda (norank)Arthropoda (phylum)Mandibulata (norank)Pancrustacea (norank)Hexapoda (subphylum)Insecta (class)Dicondylia (norank)Pterygota (subclass)Neoptera (infraclass)Polyneoptera (cohort)Phasmatodea (order)Timematodea (suborder)Timematoidea (superfamily)Timematidae (family)Timema (genus),|131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33341|7020|523712|213545|213546|61471|
A0A842TTP2,A0A842TTP2,A0A842TTP2_9ARCH,872,2053489,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Lokiarchaeota (phylum)unclassified Lokiarchaeota (norank),|131567|2157|1935183|1655434|1655640|
A0A832HYE7,A0A832HYE7,A0A832HYE7_9ARCH,712,2026714,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Candidatus Bathyarchaeota (phylum)unclassified Candidatus Bathyarchaeota (norank),|131567|2157|1783275|928852|1700837|
A0A1V2LT22,A0A1V2LT22,A0A1V2LT22_PICKU,2912,4909,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Pichiaceae (family)Pichia (genus),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|1156497|4919|
A0A5J4YG71,A0A5J4YG71,A0A5J4YG71_PORPP,2001,35688,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Bangiophyceae (class)Porphyridiales (order)Porphyridiaceae (family)Porphyridium (genus),|131567|2759|2763|2797|2798|2799|2791|
Q9SEA2,Q9SEA2,Q9SEA2_GUITH,719,55529,cellular organisms (norank)Eukaryota (superkingdom)Cryptophyceae (class)Pyrenomonadales (order)Geminigeraceae (family)Guillardia (genus),|131567|2759|3027|589342|589343|55528|
A0A3D9H705,A0A3D9H705,A0A3D9H705_9FLAO,894,262006,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Winogradskyella (genus),|131567|2|1783270|68336|976|117743|200644|49546|286104|
G2KNQ7,G2KNQ7,G2KNQ7_MICAA,844,856793,cellular organisms (norank)Bacteria (superkingdom)Bdellovibrionota (phylum)Bdellovibrionia (class)Bdellovibrionales (order)Pseudobdellovibrionaceae (family)Micavibrio (genus)Micavibrio aeruginosavorus (species),|131567|2|3018035|3031418|213481|213483|213485|349221|
